Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
554791, Plzeň-město, Obec: Plzeň,792,519,519,85,0,0,41,0,18,24,9,3,12,2,2,48,0,0,31,171,1,18,0,6,0,0,44,0
554791, Plzeň-město, Obec: Plzeň,747,500,499,55,1,0,51,0,19,64,11,2,5,0,1,68,0,0,17,144,1,15,0,4,3,0,36,1
554791, Plzeň-město, Obec: Plzeň,916,608,608,62,1,1,53,0,34,52,8,4,10,1,5,60,0,0,36,192,1,26,1,4,0,0,55,0
554791, Plzeň-město, Obec: Plzeň,749,476,476,60,2,0,50,2,15,23,8,2,8,2,0,39,1,0,37,163,0,20,1,2,1,0,36,3
554791, Plzeň-město, Obec: Plzeň,569,329,329,30,0,0,42,1,9,26,6,2,6,0,1,29,0,0,20,96,1,9,0,3,1,0,32,0
554791, Plzeň-město, Obec: Plzeň,644,433,432,62,0,0,27,0,16,19,9,5,5,1,1,52,0,0,26,129,2,30,1,6,1,0,36,0
554791, Plzeň-město, Obec: Plzeň,557,347,346,46,0,0,38,1,15,20,8,0,11,0,2,27,0,2,22,98,0,6,0,3,1,0,41,0
554791, Plzeň-město, Obec: Plzeň,802,566,566,63,1,0,50,1,25,31,4,4,13,0,1,61,0,0,33,197,1,17,0,9,4,0,42,2
554791, Plzeň-město, Obec: Plzeň,1 452,548,548,52,3,0,37,2,16,30,9,2,19,0,2,64,0,0,31,179,0,24,2,4,0,2,65,0
554791, Plzeň-město, Obec: Plzeň,782,501,501,88,1,0,65,0,12,34,4,3,6,0,1,65,0,0,25,128,2,22,0,4,1,0,33,1
554791, Plzeň-město, Obec: Plzeň,1 099,839,838,174,2,2,26,1,36,36,7,3,33,0,7,80,0,1,92,218,0,30,0,6,3,4,61,4
554791, Plzeň-město, Obec: Plzeň,741,552,547,98,0,0,37,2,27,27,7,2,13,2,1,44,0,1,49,148,2,23,0,5,3,0,49,1
554791, Plzeň-město, Obec: Plzeň,423,273,273,49,0,0,13,1,7,14,2,2,11,1,3,27,0,0,21,86,1,7,0,1,2,0,22,0
554791, Plzeň-město, Obec: Plzeň,1 099,840,839,191,0,0,37,1,35,18,12,5,33,1,2,95,0,2,83,217,2,30,0,5,3,1,65,1
554791, Plzeň-město, Obec: Plzeň,1 647,963,963,147,2,2,75,0,45,55,7,5,20,1,4,122,0,0,67,268,2,21,0,8,2,0,99,3
554791, Plzeň-město, Obec: Plzeň,1 579,1 042,1 042,130,4,2,75,1,40,61,19,4,20,1,3,121,0,0,92,289,1,64,1,9,4,3,85,5
554791, Plzeň-město, Obec: Plzeň,799,538,538,80,2,0,31,0,32,25,2,8,16,1,0,47,0,0,39,155,0,15,0,10,5,3,62,0
554791, Plzeň-město, Obec: Plzeň,1 250,909,909,166,2,0,59,0,51,38,12,8,13,1,4,89,0,0,74,241,0,39,0,13,4,1,88,3
554791, Plzeň-město, Obec: Plzeň,636,402,402,71,0,0,16,0,17,20,5,0,7,0,3,48,0,1,34,108,2,16,0,2,0,3,43,1
554791, Plzeň-město, Obec: Plzeň,984,688,686,116,2,0,49,1,34,32,6,1,11,2,3,96,0,3,56,167,4,23,1,13,5,0,52,4
554791, Plzeň-město, Obec: Plzeň,461,282,282,27,0,0,22,0,8,23,4,2,7,0,2,28,0,0,12,101,2,4,0,4,1,0,31,2
554791, Plzeň-město, Obec: Plzeň,561,391,391,45,0,0,43,1,14,28,7,2,8,1,2,64,0,0,26,106,1,6,0,4,1,2,29,0
554791, Plzeň-město, Obec: Plzeň,531,328,328,32,1,0,25,0,20,33,1,2,4,0,1,43,1,0,23,94,0,9,0,3,1,0,35,0
554791, Plzeň-město, Obec: Plzeň,555,319,319,38,0,2,28,0,11,20,3,1,10,0,1,37,0,0,14,106,0,8,0,1,0,0,33,4
554791, Plzeň-město, Obec: Plzeň,671,388,388,33,2,1,29,2,18,26,3,4,10,0,3,55,0,1,18,108,3,14,0,3,2,0,45,5
554791, Plzeň-město, Obec: Plzeň,603,375,375,34,0,0,32,0,17,25,5,3,6,0,1,40,0,0,27,111,0,18,0,3,2,0,45,0
554791, Plzeň-město, Obec: Plzeň,576,323,323,26,0,0,18,1,13,32,4,1,5,1,0,35,1,0,15,125,0,9,0,6,4,0,26,0
554791, Plzeň-město, Obec: Plzeň,579,397,397,38,0,0,37,1,14,44,6,2,6,1,1,41,1,0,16,117,3,12,0,0,3,1,51,1
554791, Plzeň-město, Obec: Plzeň,542,348,348,50,0,0,17,2,6,20,4,4,5,1,4,43,0,0,13,125,1,9,0,3,4,0,35,0
554791, Plzeň-město, Obec: Plzeň,532,311,311,23,0,0,30,1,12,34,4,0,5,0,1,26,0,0,17,101,0,13,0,1,0,0,42,0
554791, Plzeň-město, Obec: Plzeň,711,432,432,51,1,0,47,0,19,29,2,2,11,1,0,41,0,1,23,118,0,23,0,7,1,3,42,2
554791, Plzeň-město, Obec: Plzeň,629,377,377,48,1,1,39,0,12,18,5,3,9,0,1,40,0,0,29,118,1,13,0,6,2,0,29,0
554791, Plzeň-město, Obec: Plzeň,635,420,420,40,0,0,36,0,12,47,9,2,10,0,3,34,0,0,19,141,1,15,0,3,1,0,45,0
554791, Plzeň-město, Obec: Plzeň,603,382,382,50,0,0,29,0,15,28,11,4,6,1,0,50,0,0,25,108,2,8,0,8,2,0,32,2
554791, Plzeň-město, Obec: Plzeň,579,347,347,32,1,1,34,0,12,34,4,3,6,0,1,51,0,1,9,102,0,7,0,6,1,0,38,1
554791, Plzeň-město, Obec: Plzeň,636,414,413,49,0,0,33,0,23,29,4,2,15,1,4,76,1,0,13,105,1,5,0,1,5,0,45,1
554791, Plzeň-město, Obec: Plzeň,606,369,369,38,0,1,27,1,16,40,8,3,14,0,0,40,0,0,16,98,2,9,1,6,2,1,45,1
554791, Plzeň-město, Obec: Plzeň,495,294,294,49,1,0,25,0,8,24,5,2,5,0,1,40,1,1,15,72,1,4,0,4,3,1,31,0
554791, Plzeň-město, Obec: Plzeň,588,330,330,46,1,1,28,0,15,24,3,1,9,1,1,52,1,0,15,79,3,11,0,0,0,0,33,1
554791, Plzeň-město, Obec: Plzeň,713,407,407,42,0,0,39,0,18,15,13,1,6,0,1,63,0,0,14,124,0,14,0,5,3,0,47,0
554791, Plzeň-město, Obec: Plzeň,784,461,461,58,1,1,39,1,24,16,9,6,12,0,1,55,1,0,24,123,1,16,0,5,5,3,53,4
554791, Plzeň-město, Obec: Plzeň,1 044,565,565,56,1,1,54,0,22,43,4,3,5,0,4,81,0,0,27,150,1,16,1,10,9,1,71,2
554791, Plzeň-město, Obec: Plzeň,1 236,717,717,87,1,0,59,0,33,39,11,5,14,2,1,86,0,0,44,198,2,25,0,7,1,2,96,1
554791, Plzeň-město, Obec: Plzeň,972,494,494,49,3,0,38,0,31,28,9,2,12,1,1,53,0,1,24,133,0,16,0,8,0,2,75,3
554791, Plzeň-město, Obec: Plzeň,1 302,744,744,95,2,0,53,2,34,42,16,9,16,1,2,111,0,0,46,167,3,32,0,12,5,1,92,0
554791, Plzeň-město, Obec: Plzeň,1 271,884,884,173,4,0,46,0,36,26,12,2,22,1,4,118,1,0,105,199,3,36,0,10,10,2,71,3
554791, Plzeň-město, Obec: Plzeň,552,276,274,33,1,1,16,0,15,21,4,1,5,0,0,37,0,0,21,66,2,11,1,0,0,1,32,0
554791, Plzeň-město, Obec: Plzeň,838,462,461,69,1,2,31,1,17,17,7,1,10,0,2,76,1,3,31,113,0,15,0,3,2,0,55,0
554791, Plzeň-město, Obec: Plzeň,691,324,324,70,1,1,13,0,17,14,3,6,4,1,1,50,0,0,35,57,0,10,0,2,0,0,31,0
554791, Plzeň-město, Obec: Plzeň,622,316,316,41,0,1,26,1,8,16,6,3,5,3,1,50,0,1,29,75,0,13,0,0,1,2,29,2
554791, Plzeň-město, Obec: Plzeň,746,424,424,70,1,0,32,0,15,22,9,2,5,0,1,41,0,0,43,108,0,27,0,3,0,0,44,0
554791, Plzeň-město, Obec: Plzeň,790,433,433,74,0,0,34,0,17,29,13,1,8,2,2,52,0,1,45,81,1,12,0,8,2,2,43,2
554791, Plzeň-město, Obec: Plzeň,896,531,521,75,4,1,24,3,14,23,6,6,22,1,2,70,0,1,52,108,1,36,2,3,1,1,52,2
554791, Plzeň-město, Obec: Plzeň,662,374,374,47,0,0,28,0,13,27,5,1,7,0,0,37,0,0,21,121,0,11,0,5,2,0,42,2
554791, Plzeň-město, Obec: Plzeň,737,462,462,83,1,0,27,2,16,14,11,1,9,1,2,58,1,0,35,124,0,21,0,3,0,0,50,2
554791, Plzeň-město, Obec: Plzeň,940,678,677,140,4,0,24,0,32,23,20,2,13,1,4,71,0,1,61,185,2,27,2,7,1,3,50,2
554791, Plzeň-město, Obec: Plzeň,808,543,543,100,1,0,46,1,25,25,2,2,11,0,1,60,0,0,33,142,0,25,0,7,0,2,52,4
554791, Plzeň-město, Obec: Plzeň,994,713,712,137,0,0,47,0,34,33,8,5,17,0,3,91,0,0,59,163,1,36,0,5,1,1,64,1
554791, Plzeň-město, Obec: Plzeň,746,491,490,75,0,0,33,3,13,34,5,3,12,0,2,52,0,1,39,133,2,22,0,9,1,0,44,1
554791, Plzeň-město, Obec: Plzeň,758,526,526,83,1,0,52,0,21,35,5,0,7,0,2,53,0,0,37,148,0,25,0,6,0,0,49,1
554791, Plzeň-město, Obec: Plzeň,1 863,538,537,74,2,0,41,0,20,44,5,2,10,0,0,73,0,0,28,132,0,20,0,5,0,1,71,2
554791, Plzeň-město, Obec: Plzeň,700,438,437,71,1,1,25,1,15,44,5,5,11,1,0,52,1,0,26,104,0,17,1,7,2,0,44,0
554791, Plzeň-město, Obec: Plzeň,627,368,368,34,0,0,39,0,18,20,6,4,8,0,1,40,0,0,25,103,0,17,0,5,0,1,44,1
554791, Plzeň-město, Obec: Plzeň,729,424,423,48,0,1,43,0,17,33,4,2,10,0,2,47,0,0,25,113,0,25,0,4,0,7,38,1
554791, Plzeň-město, Obec: Plzeň,506,341,341,71,0,0,21,1,13,10,2,1,7,1,2,42,0,0,23,100,0,19,0,1,1,2,21,3
554791, Plzeň-město, Obec: Plzeň,798,474,474,55,1,0,44,0,15,23,9,5,11,1,5,59,1,0,30,121,0,26,0,7,0,1,59,1
554791, Plzeň-město, Obec: Plzeň,461,322,322,33,2,2,27,0,14,32,5,0,6,0,0,34,0,0,35,81,0,11,0,3,0,0,34,1
554791, Plzeň-město, Obec: Plzeň,563,400,400,40,0,0,30,0,18,47,10,0,11,0,6,45,0,0,35,103,2,15,0,1,1,0,34,1
554791, Plzeň-město, Obec: Plzeň,578,353,353,54,6,0,22,1,14,22,11,2,9,0,0,48,0,0,32,81,0,18,0,2,2,0,26,0
554791, Plzeň-město, Obec: Plzeň,913,553,552,77,2,0,47,1,26,27,11,2,13,0,6,54,0,6,36,142,2,24,0,9,2,2,59,2
554791, Plzeň-město, Obec: Plzeň,642,417,417,57,0,0,34,1,12,25,5,4,13,0,4,31,0,0,41,146,2,12,0,2,1,2,22,1
554791, Plzeň-město, Obec: Plzeň,635,419,419,71,1,0,36,0,14,30,6,0,5,3,2,43,0,0,32,116,1,20,0,2,2,0,32,2
554791, Plzeň-město, Obec: Plzeň,812,537,535,75,0,0,43,0,26,44,7,8,10,0,4,58,2,0,43,138,2,23,0,3,0,1,42,5
554791, Plzeň-město, Obec: Plzeň,886,627,624,87,0,1,58,1,15,35,6,2,14,0,1,89,1,3,37,189,1,18,0,11,3,1,50,0
554791, Plzeň-město, Obec: Plzeň,982,680,680,131,2,1,32,0,31,22,9,0,15,1,3,87,0,1,66,175,1,37,0,3,1,1,54,2
554791, Plzeň-město, Obec: Plzeň,592,444,444,88,0,0,34,0,21,15,4,2,14,1,2,54,0,1,41,105,2,16,1,10,0,1,30,0
554791, Plzeň-město, Obec: Plzeň,1 244,939,939,213,1,3,67,0,43,38,16,4,21,1,3,102,0,0,98,213,0,32,0,12,1,1,69,0
554791, Plzeň-město, Obec: Plzeň,1 344,961,961,199,2,0,81,0,39,40,18,0,7,0,4,101,0,0,70,274,2,40,0,13,3,5,56,1
554791, Plzeň-město, Obec: Plzeň,521,363,362,60,0,0,19,0,12,15,3,0,6,1,1,42,0,0,15,109,0,14,0,1,2,3,56,2
554791, Plzeň-město, Obec: Plzeň,851,604,604,94,0,0,40,0,20,69,9,0,18,0,1,52,0,0,37,171,0,33,0,6,6,3,38,5
554791, Plzeň-město, Obec: Plzeň,706,395,395,83,0,0,16,0,12,15,17,0,18,2,0,53,0,0,65,64,0,16,0,1,0,1,30,0
554791, Plzeň-město, Obec: Plzeň,302,131,131,18,0,0,6,0,7,4,2,1,4,0,0,25,1,0,20,17,0,4,0,2,1,0,16,2
554791, Plzeň-město, Obec: Plzeň,488,242,241,61,0,1,9,0,7,7,10,1,7,0,0,38,0,0,25,38,0,9,0,2,4,0,22,0
554791, Plzeň-město, Obec: Plzeň,2 349,357,353,55,0,0,13,1,4,20,12,0,4,0,0,73,1,0,40,64,1,8,0,1,1,2,53,0
554791, Plzeň-město, Obec: Plzeň,846,339,339,53,1,0,14,1,14,16,7,1,5,0,3,60,0,0,42,63,1,4,0,7,1,0,42,2
554791, Plzeň-město, Obec: Plzeň,418,150,150,28,1,0,21,0,0,7,6,3,4,0,1,16,1,0,15,23,0,2,0,4,1,0,14,2
554791, Plzeň-město, Obec: Plzeň,516,273,273,43,1,0,20,0,6,13,14,1,6,0,2,52,1,0,31,42,1,20,1,1,1,0,15,1
554791, Plzeň-město, Obec: Plzeň,699,372,372,44,0,0,31,0,8,21,8,1,8,0,0,63,0,0,37,84,1,9,1,2,0,4,46,2
554791, Plzeň-město, Obec: Plzeň,762,395,395,59,1,0,35,0,12,23,12,5,9,0,0,56,0,0,37,70,1,28,0,2,1,1,40,1
554791, Plzeň-město, Obec: Plzeň,503,245,245,36,0,1,15,2,13,12,6,4,7,0,1,32,0,1,24,46,0,7,0,4,0,0,34,0
554791, Plzeň-město, Obec: Plzeň,464,235,235,32,0,0,16,0,9,7,8,2,10,0,2,38,0,0,28,56,1,10,0,2,1,1,9,2
554791, Plzeň-město, Obec: Plzeň,477,216,216,30,1,0,11,0,9,18,4,1,1,0,1,34,0,0,12,63,1,7,0,0,0,2,20,1
554791, Plzeň-město, Obec: Plzeň,639,357,357,66,1,0,23,0,16,15,7,0,17,1,0,40,0,0,21,84,0,15,0,5,1,0,40,1
554791, Plzeň-město, Obec: Plzeň,572,276,276,32,0,0,16,0,16,10,3,4,9,1,1,44,2,1,31,56,1,14,1,2,1,0,29,1
554791, Plzeň-město, Obec: Plzeň,891,567,567,97,0,1,30,2,36,22,13,1,8,0,3,62,0,1,51,154,1,25,0,8,1,0,46,0
554791, Plzeň-město, Obec: Plzeň,612,372,372,55,1,1,12,1,18,22,15,0,7,1,0,59,0,0,36,94,1,22,0,3,3,1,18,1
554791, Plzeň-město, Obec: Plzeň,474,313,313,45,1,0,26,0,11,12,5,1,9,1,1,43,0,0,52,61,0,19,0,1,0,0,22,0
554791, Plzeň-město, Obec: Plzeň,333,204,204,34,1,0,7,0,8,8,0,1,11,0,1,41,0,0,15,38,1,13,0,2,1,0,19,2
554791, Plzeň-město, Obec: Plzeň,507,262,262,29,0,0,29,2,10,12,7,0,3,0,1,41,0,3,18,55,0,15,0,4,0,2,30,0
554791, Plzeň-město, Obec: Plzeň,630,397,397,49,0,0,27,0,14,30,9,4,8,3,0,33,1,0,31,128,1,14,0,3,2,0,35,0
554791, Plzeň-město, Obec: Plzeň,818,476,476,60,0,0,41,0,13,24,13,5,5,1,0,57,1,0,39,131,0,22,0,3,1,0,57,1
554791, Plzeň-město, Obec: Plzeň,416,283,282,55,0,0,20,1,4,12,3,1,8,0,2,42,0,0,36,56,0,18,0,4,1,0,16,1
554791, Plzeň-město, Obec: Plzeň,592,401,401,48,1,1,31,0,15,25,3,1,4,0,1,54,0,0,40,116,0,18,0,3,1,0,38,1
554791, Plzeň-město, Obec: Plzeň,589,334,334,57,0,3,21,0,10,28,6,2,5,0,1,26,0,0,25,94,2,7,0,5,1,0,39,2
554791, Plzeň-město, Obec: Plzeň,604,406,406,69,1,0,20,1,17,19,5,2,5,0,1,51,0,1,55,94,0,14,0,6,0,0,43,0
554791, Plzeň-město, Obec: Plzeň,331,242,242,40,0,0,23,0,9,12,2,3,3,1,0,26,0,0,36,46,1,18,0,3,4,0,12,0
554791, Plzeň-město, Obec: Plzeň,449,286,286,30,1,2,15,1,4,39,2,1,4,0,0,29,0,0,15,100,0,8,0,4,2,1,24,1
554791, Plzeň-město, Obec: Plzeň,357,251,251,32,1,0,30,1,11,21,2,1,3,0,0,20,0,0,14,82,0,6,0,2,0,0,23,0
554791, Plzeň-město, Obec: Plzeň,623,400,400,41,0,0,28,0,17,45,3,1,6,2,4,46,1,1,18,130,0,9,1,1,2,1,36,3
554791, Plzeň-město, Obec: Plzeň,543,350,350,39,0,0,51,0,10,17,4,2,6,0,2,36,1,0,17,124,0,12,0,3,0,0,26,0
554791, Plzeň-město, Obec: Plzeň,412,259,258,24,0,0,9,1,10,31,1,2,5,1,2,24,0,0,13,83,0,14,0,6,4,0,26,0
554791, Plzeň-město, Obec: Plzeň,394,271,271,34,0,0,15,0,13,30,8,3,1,0,0,29,0,0,13,85,1,8,0,1,1,0,28,0
554791, Plzeň-město, Obec: Plzeň,590,392,392,32,0,1,41,0,19,38,2,2,7,0,1,54,0,1,16,136,1,16,0,2,3,0,19,0
554791, Plzeň-město, Obec: Plzeň,587,292,292,41,0,0,11,0,6,17,8,1,6,0,2,50,0,0,23,67,0,14,0,1,1,0,41,0
554791, Plzeň-město, Obec: Plzeň,367,213,213,44,0,0,25,0,5,11,5,2,6,0,1,22,0,0,19,45,0,4,0,0,1,0,20,2
554791, Plzeň-město, Obec: Plzeň,758,443,442,71,0,0,31,0,23,19,15,2,11,1,1,66,0,0,52,79,2,20,0,5,1,0,41,2
554791, Plzeň-město, Obec: Plzeň,399,258,257,38,0,0,25,0,6,13,2,0,7,1,0,28,0,0,15,83,0,15,0,0,1,1,21,0
554791, Plzeň-město, Obec: Plzeň,383,257,257,41,1,0,25,0,10,7,3,3,5,0,3,30,0,0,26,74,0,10,0,2,0,1,12,0
554791, Plzeň-město, Obec: Plzeň,403,291,291,43,0,1,21,1,10,16,4,1,7,0,1,31,0,0,33,95,0,5,0,3,0,0,16,1
554791, Plzeň-město, Obec: Plzeň,536,314,314,54,0,0,20,0,11,12,4,1,5,0,3,37,0,0,27,86,0,19,0,5,1,0,27,1
554791, Plzeň-město, Obec: Plzeň,521,298,298,54,2,0,27,0,12,18,9,3,5,0,3,30,0,2,15,77,1,8,0,2,1,0,23,1
554791, Plzeň-město, Obec: Plzeň,597,405,402,66,0,0,23,0,18,15,5,1,3,0,0,61,0,0,43,125,0,10,0,4,1,0,25,0
554791, Plzeň-město, Obec: Plzeň,146,69,69,8,0,1,1,0,4,1,0,0,4,0,0,14,0,0,5,20,0,3,0,0,0,0,8,0
554791, Plzeň-město, Obec: Plzeň,388,294,294,57,0,0,15,0,15,16,3,0,4,0,0,37,0,0,17,97,0,7,0,2,0,0,21,2
554791, Plzeň-město, Obec: Plzeň,992,642,641,77,1,0,44,0,22,39,10,5,11,0,0,70,0,2,22,210,1,30,0,3,4,2,74,3
554791, Plzeň-město, Obec: Plzeň,659,426,426,52,0,0,28,0,15,41,3,1,8,0,3,35,0,0,11,157,0,14,0,3,0,2,50,1
554791, Plzeň-město, Obec: Plzeň,573,351,351,31,0,0,31,0,14,32,5,4,6,0,0,29,0,0,13,143,1,9,0,3,0,1,26,0
554791, Plzeň-město, Obec: Plzeň,730,397,396,29,1,0,42,0,7,49,5,1,8,0,0,18,1,0,14,144,0,17,0,5,1,2,43,6
554791, Plzeň-město, Obec: Plzeň,406,256,256,25,0,0,22,1,7,21,2,0,5,0,2,34,0,0,7,95,1,8,0,2,0,0,21,0
554791, Plzeň-město, Obec: Plzeň,450,280,280,17,2,0,26,0,11,30,4,2,4,0,1,33,0,0,8,103,0,9,0,6,1,0,20,0
554791, Plzeň-město, Obec: Plzeň,682,425,425,45,1,0,43,2,8,35,3,3,4,0,0,29,0,0,14,161,2,24,0,2,1,0,45,0
554791, Plzeň-město, Obec: Plzeň,390,233,232,25,2,0,16,1,7,24,3,0,4,1,0,24,0,0,9,72,0,16,0,3,1,1,17,3
554791, Plzeň-město, Obec: Plzeň,968,667,666,103,1,0,60,0,32,40,4,5,9,0,0,64,0,0,45,219,1,22,0,4,3,0,49,0
554791, Plzeň-město, Obec: Plzeň,356,237,237,16,0,0,14,1,6,34,2,2,0,0,0,28,0,0,13,78,0,10,0,3,1,1,25,2
554791, Plzeň-město, Obec: Plzeň,686,425,425,50,1,0,33,0,16,43,4,3,4,1,0,33,0,0,18,147,1,18,1,2,1,0,46,0
554791, Plzeň-město, Obec: Plzeň,743,513,512,58,0,0,45,2,18,23,7,3,9,0,8,38,1,1,20,209,1,13,0,4,0,2,44,3
554791, Plzeň-město, Obec: Plzeň,731,438,438,50,0,0,55,1,13,50,3,5,9,0,0,41,0,0,11,144,0,15,0,0,3,0,33,0
554791, Plzeň-město, Obec: Plzeň,678,413,413,46,2,0,31,0,14,34,4,2,3,0,0,46,0,0,19,131,2,12,1,1,4,2,57,1
554791, Plzeň-město, Obec: Plzeň,487,254,254,46,1,0,17,0,11,16,8,0,2,0,0,17,0,1,16,70,1,10,1,1,0,0,36,0
554791, Plzeň-město, Obec: Plzeň,806,521,521,72,1,0,36,0,19,47,6,7,11,1,1,46,1,0,21,168,1,22,1,1,0,0,56,0
554791, Plzeň-město, Obec: Plzeň,1 716,817,817,102,14,2,39,6,11,44,19,13,8,4,7,141,4,0,42,239,9,8,1,7,10,14,64,5
554791, Plzeň-město, Obec: Plzeň,711,493,493,101,2,0,34,1,16,25,11,2,12,0,1,53,3,0,41,138,0,14,0,2,1,2,33,0
554791, Plzeň-město, Obec: Plzeň,808,592,592,96,0,6,41,0,28,28,10,5,14,1,4,86,1,1,35,156,2,16,0,5,4,0,43,6
554791, Plzeň-město, Obec: Plzeň,709,473,472,68,0,0,46,3,25,38,3,2,2,0,0,42,0,0,22,162,0,16,0,3,1,0,34,2
554791, Plzeň-město, Obec: Plzeň,607,404,404,38,1,0,28,1,13,28,6,3,3,1,2,37,0,0,20,158,2,16,0,1,2,4,37,2
554791, Plzeň-město, Obec: Plzeň,626,346,346,45,0,1,35,0,9,14,6,3,5,0,1,33,1,0,20,103,1,15,0,2,0,0,47,2
554791, Plzeň-město, Obec: Plzeň,727,507,507,94,0,0,22,0,24,26,5,0,10,0,2,51,1,1,45,156,0,20,0,11,1,0,36,1
554791, Plzeň-město, Obec: Plzeň,793,482,482,67,1,1,54,0,22,46,6,4,7,0,4,42,2,0,33,124,4,20,1,2,2,1,29,0
554791, Plzeň-město, Obec: Plzeň,600,282,282,43,1,0,18,0,8,23,2,2,4,0,1,36,0,0,17,85,1,13,0,1,0,1,25,1
554791, Plzeň-město, Obec: Plzeň,906,521,521,60,0,0,45,1,23,35,6,1,8,1,5,58,0,2,30,168,0,20,0,4,2,0,48,1
554791, Plzeň-město, Obec: Plzeň,702,464,464,60,0,0,45,1,23,31,6,1,3,0,0,43,0,0,28,153,1,15,0,10,3,1,34,3
554791, Plzeň-město, Obec: Plzeň,644,412,412,54,1,0,34,0,16,52,3,1,13,0,0,30,0,1,29,114,0,20,0,3,0,0,38,2
554791, Plzeň-město, Obec: Plzeň,825,557,557,85,0,1,57,1,32,47,9,3,15,0,4,56,0,0,39,129,1,19,0,5,2,1,44,3
554791, Plzeň-město, Obec: Plzeň,869,579,579,75,2,0,34,0,24,19,17,3,14,0,0,63,0,1,55,183,1,20,0,7,2,0,56,0
554791, Plzeň-město, Obec: Plzeň,792,519,519,85,0,0,41,0,18,24,9,3,12,2,2,48,0,0,31,171,1,18,0,6,0,0,44,0
554791, Plzeň-město, Obec: Plzeň,747,500,499,55,1,0,51,0,19,64,11,2,5,0,1,68,0,0,17,144,1,15,0,4,3,0,36,1
554791, Plzeň-město, Obec: Plzeň,916,608,608,62,1,1,53,0,34,52,8,4,10,1,5,60,0,0,36,192,1,26,1,4,0,0,55,0
554791, Plzeň-město, Obec: Plzeň,749,476,476,60,2,0,50,2,15,23,8,2,8,2,0,39,1,0,37,163,0,20,1,2,1,0,36,3
554791, Plzeň-město, Obec: Plzeň,569,329,329,30,0,0,42,1,9,26,6,2,6,0,1,29,0,0,20,96,1,9,0,3,1,0,32,0
554791, Plzeň-město, Obec: Plzeň,644,433,432,62,0,0,27,0,16,19,9,5,5,1,1,52,0,0,26,129,2,30,1,6,1,0,36,0
554791, Plzeň-město, Obec: Plzeň,557,347,346,46,0,0,38,1,15,20,8,0,11,0,2,27,0,2,22,98,0,6,0,3,1,0,41,0
554791, Plzeň-město, Obec: Plzeň,802,566,566,63,1,0,50,1,25,31,4,4,13,0,1,61,0,0,33,197,1,17,0,9,4,0,42,2
554791, Plzeň-město, Obec: Plzeň,1 452,548,548,52,3,0,37,2,16,30,9,2,19,0,2,64,0,0,31,179,0,24,2,4,0,2,65,0
554791, Plzeň-město, Obec: Plzeň,782,501,501,88,1,0,65,0,12,34,4,3,6,0,1,65,0,0,25,128,2,22,0,4,1,0,33,1
554791, Plzeň-město, Obec: Plzeň,1 099,839,838,174,2,2,26,1,36,36,7,3,33,0,7,80,0,1,92,218,0,30,0,6,3,4,61,4
554791, Plzeň-město, Obec: Plzeň,741,552,547,98,0,0,37,2,27,27,7,2,13,2,1,44,0,1,49,148,2,23,0,5,3,0,49,1
554791, Plzeň-město, Obec: Plzeň,423,273,273,49,0,0,13,1,7,14,2,2,11,1,3,27,0,0,21,86,1,7,0,1,2,0,22,0
554791, Plzeň-město, Obec: Plzeň,1 099,840,839,191,0,0,37,1,35,18,12,5,33,1,2,95,0,2,83,217,2,30,0,5,3,1,65,1
554791, Plzeň-město, Obec: Plzeň,1 647,963,963,147,2,2,75,0,45,55,7,5,20,1,4,122,0,0,67,268,2,21,0,8,2,0,99,3
554791, Plzeň-město, Obec: Plzeň,1 579,1 042,1 042,130,4,2,75,1,40,61,19,4,20,1,3,121,0,0,92,289,1,64,1,9,4,3,85,5
554791, Plzeň-město, Obec: Plzeň,799,538,538,80,2,0,31,0,32,25,2,8,16,1,0,47,0,0,39,155,0,15,0,10,5,3,62,0
554791, Plzeň-město, Obec: Plzeň,1 250,909,909,166,2,0,59,0,51,38,12,8,13,1,4,89,0,0,74,241,0,39,0,13,4,1,88,3
554791, Plzeň-město, Obec: Plzeň,636,402,402,71,0,0,16,0,17,20,5,0,7,0,3,48,0,1,34,108,2,16,0,2,0,3,43,1
554791, Plzeň-město, Obec: Plzeň,984,688,686,116,2,0,49,1,34,32,6,1,11,2,3,96,0,3,56,167,4,23,1,13,5,0,52,4
554791, Plzeň-město, Obec: Plzeň,636,414,413,49,0,0,33,0,23,29,4,2,15,1,4,76,1,0,13,105,1,5,0,1,5,0,45,1
554791, Plzeň-město, Obec: Plzeň,606,369,369,38,0,1,27,1,16,40,8,3,14,0,0,40,0,0,16,98,2,9,1,6,2,1,45,1
